ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO:0005929	CC	GO:0005929	cilium	544	-0.518091753789194	-1.60851319789668	1e-10	1e-10	1.33168421052632e-06	3700	tags=38%, list=22%, signal=31%	Cib2/Dnhd1/Spag17/Cdkl5/Rpgr/2610301B20Rik/Ift122/Atp1a1/Casc1/Cibar2/Cfap100/Ift22/Lrrc6/Adcy6/Wrap73/Stard10/Catsperg2/Psmb4/Ttll5/Ttc30b/Ezr/Flacc1/Spag4/Nme7/Ccdc120/Eno4/Ttll11/Mdm1/Ccdc181/Rom1/B9d1/Bsg/Wdpcp/Wdr19/Ttc8/Cep41/Cdk20/Spata7/Hk1/Efhc1/Iqcb1/Dync2h1/Septin9/Cd24a/Cep19/Trpv4/Ift57/Map1b/Armc9/Mak/Spef1l/Cep89/Nedd1/Cetn4/Pin1/Cc2d2a/Wdr35/Dzip1/Dnah2/Cfap43/Bbof1/Nphp1/Ppp1r32/Fhdc1/Ift80/Rgs9/Dnaaf1/Zbbx/Ptprk/Prom1/Gucy2e/Cabcoco1/Ak8/Adcy5/Bbs1/Lca5l/Wdr66/Ak7/Npffr1/Arl6/Dnah7c/Mok/Dnah12/Pcdhb22/Catsper3/Tub/Gstm5/Ccdc39/Ift74/Nphp4/Ccdc65/Cfap73/Cibar1/Atp2b4/Plekhb1/Mlf1/Gnat1/Cetn2/Gas2l2/Drc1/Atp1a4/Qrich2/Dnali1/Irs1/Tacr1/Ubxn10/Klc3/C130074G19Rik/Dzip1l/Hyls1/Enkd1/Gnb5/Fam161a/Ttll7/Pfkm/Abhd2/Dnah7b/Tmem237/Rsph1/Cfap65/Evc2/1700029J07Rik/Mkks/Cfap52/Rapgef4/Cerkl/Scnn1a/Tedc2/Evc/Tekt2/Cfap44/Kif7/Dnah9/P2ry1/Rsph4a/Anxa1/Efcab1/Tmem107/Atp1b1/Tmem17/Spag6l/Myoc/Gpr161/Mns1/Dcdc2a/Abca4/Lca5/Ace/Spata18/Ift43/Dnah11/Dnah6/Spef1/Adgrv1/Shank2/Cfap54/Agbl2/Spef2/Pifo/Tcte1/Drc3/Galr2/Cdc45/Spag16/Pdgfra/Drc7/Rd3/Cfap206/Met/Atp2b2/Hydin/Prcd/Tctn2/Kif27/Ttll9/Fam161b/Iqcd/Cfap69/Rsph9/Myrip/Iqca/Cfap58/Rrh/Inha/Hoatz/Agbl4/Spaca9/Iqub/Cfap70/Ccdc170/Dnah7a/Htr6/Dnah3/Aldoart1/Pcdh15/Togaram2/Catsperd/Dcdc2c/Ttc26/Tssk4/Ccdc68/Fsip1/Gpr83/Fbxl13/Dync2li1/Prph/Fank1/1700012B09Rik
GO:0015318	MF	GO:0015318	inorganic molecular entity transmembrane transporter activity	581	-0.498955761745682	-1.54931372127991	2.12838849940248e-09	2.12838849940248e-09	1.41717067926004e-05	3455	tags=34%, list=21%, signal=28%	Kcna2/Abcc6/Kcnt1/Atp5g1/Mfsd3/Trpc4/Kcna1/Slc24a5/Kcnn1/Mrs2/Slc22a13/Slc1a2/Slc4a1/Slc5a5/Trpc3/Slc12a5/Slc39a14/Pkd1l3/Abcb1a/Cox6c/Atp2a3/Gabrb1/Tspoap1/Slc16a1/Xntrpc/Slc27a1/Abcc4/Atp5d/Slc19a2/Ttyh1/Cacna2d3/Atp1b2/Ano1/Slc16a13/Trpv4/Atp5e/Slc32a1/Kcnc4/Cox7b/Slc47a1/Slc25a15/Slc6a20b/Atp5l/Slc4a11/Slc8a2/Lrrc8b/P2rx3/Grin2d/Gabra2/Kcnb1/Slc20a2/Aqp4/Slc9a3/Slc5a3/Slc9a6/Slc16a9/Slc2a4/Trpc1/Atp5g3/Slc7a14/Kcnd3/Slc12a4/Kcnk5/Glra1/Chrnb2/Slc6a9/Anxa2/Grik5/Catsper3/Kcne4/Slc16a12/Gjc1/Gja1/Kcnc3/Slc4a2/Ccdc51/Slc16a4/Slc6a11/Slc28a2/Atp2b4/Atp13a4/Stra6/Slc22a4/Itpr1/Slc16a11/Slc41a2/Asic1/Best3/Atp1a4/Unc80/Slc4a4/Slc1a1/Slc4a8/Slc6a20a/Slc22a8/Scnn1b/Chrna4/Nipa1/Slc31a1/Slc38a3/Slc38a5/Pex5l/Ryr2/Slc4a3/Kcnk1/Mfsd2a/Slc5a6/Slc6a15/Cacng7/Atp1a2/Scnn1a/Slc36a3/Kcnt2/Atp5k/Cacna1h/Cacna2d2/Slc7a2/Gria1/Atp2a1/Slc26a7/Slco1a5/Cacna1e/Cacna1c/Atp1b1/Slco1a4/Slc4a10/Piezo2/Clcn1/Cachd1/Gabrb3/Trpc2/Gria4/Kcnb2/Slc25a14/Kcnq4/Ano4/Gria2/Kcnj13/Slc24a4/Slco1c1/Glra4/Kcnmb4/Slc6a1/Gpm6a/Slc4a5/Trpm3/Atp2b3/Kcnj16/Cacng4/Kcnh1/Tmem38a/Atp2b2/Slc9a2/Slc6a17/Slc16a2/Slc30a3/Kcnn2/Grid2/Slc2a13/Hrh1/Scn11a/Calhm5/Slc7a10/Tmem266/Slc28a3/Slc12a8/Clic3/Trpc5/Slc28a2b/Slc45a3/Slc38a8/Scn5a/Cox8b/Trpm1/Clic6/Slc6a19/Kcne2/Chrnb4/Aqp1/Slc25a21/Mcoln3/Kcnk18/Atp7b/Kcnk2/Cnr1/Kcnh2/Nalcn/Rbp4/Cacna2d4/Kcnj3/Slc13a5/Slc16a8/Asic2/Chrm5/Gabre/Atp6v1b1/Cacng5/Tmem63c/Kcnh7/Slc6a13
GO:0022857	MF	GO:0022857	transmembrane transporter activity	740	-0.47353882536797	-1.47813796592704	8.84757326698297e-09	8.84757326698297e-09	2.43008985798917e-05	3455	tags=32%, list=21%, signal=26%	Kcna2/Abcc6/Kcnt1/Atp5g1/Slc44a3/Mfsd3/Trpc4/Kcna1/Slc24a5/Kcnn1/Slc25a4/Mrs2/Slc22a13/Slc1a2/Slc4a1/Bcl2/Slc5a5/Trpc3/Slc12a5/Slc39a14/Pkd1l3/Abcb1a/Cox6c/Atp2a3/Gjc2/Gabrb1/Tspoap1/Mfsd4b4/Slc16a1/Xntrpc/S100a6/Slc52a3/Slc27a1/Abcc4/Atp5d/Slc19a2/Ttyh1/Cacna2d3/Abca8b/Atp1b2/Ano1/Slc16a13/Trpv4/Atp5e/Slc32a1/Kcnc4/Cox7b/Sv2a/Slc47a1/Slc25a15/Slco3a1/Slc6a20b/Atp5l/Slc4a11/Slc8a2/Gjb2/Lrrc8b/P2rx3/Slc25a47/Grin2d/Gabra2/Kcnb1/Slc20a2/Aqp4/Slc9a3/Slc5a3/Slc9a6/Slc16a9/Slc2a4/Trpc1/Atp5g3/Slc7a14/Kcnd3/Sv2c/Slc12a4/Slc2a5/Slc25a24/Kcnk5/Glra1/Slc22a23/Chrnb2/Slc6a9/Anxa2/Timm17a/Slc22a15/Grik5/Catsper3/Slc23a3/Kcne4/Slc16a12/Gjc1/Gja1/Cplx3/Kcnc3/Slc4a2/Ccdc51/Slc16a4/Slc6a11/Slc28a2/Atp2b4/Gjb6/Atp13a4/Stra6/Slc22a4/Itpr1/Slc16a11/Slc41a2/Asic1/Best3/Atp1a4/Unc80/Slc4a4/Slc22a17/Slc1a1/Slc4a8/Slc6a20a/Slc22a8/Scnn1b/Slc25a43/Chrna4/Nipa1/Slc31a1/Slc38a3/Slc38a5/Pex5l/Ryr2/Slc4a3/Kcnk1/Mfsd2a/Slc5a6/Slc6a15/Cacng7/Atp1a2/Scnn1a/Slc36a3/Kcnt2/Atp5k/Cacna1h/Cacna2d2/Slc7a2/Gria1/Slco5a1/Slc29a4/Atp2a1/Slc26a7/Slco1a5/Cacna1e/Cacna1c/Atp1b1/Slco1a4/Slc4a10/Piezo2/Clcn1/Cachd1/Gabrb3/Gja6/Trpc2/Slc35f1/Gria4/Abca4/Kcnb2/Slc25a14/Kcnq4/Ano4/Slco2a1/Gria2/1700013F07Rik/Slc2a12/Kcnj13/Slc24a4/Slco1c1/Glra4/Kcnmb4/Slc6a1/Gpm6a/Slc4a5/Trpm3/Atp2b3/Kcnj16/Cacng4/Kcnh1/Tmem38a/Atp2b2/Slc9a2/Slc6a17/Slc16a2/Slc30a3/Flvcr2/Kcnn2/Rtbdn/Abca8a/Grid2/Slc2a13/Hrh1/Scn11a/Calhm5/Slc7a10/Tmem266/Slc28a3/Slc12a8/Clic3/Trpc5/Slc28a2b/Slc45a3/Slc38a8/Scn5a/Cox8b/Trpm1/Clic6/Slc6a19/Kcne2/Chrnb4/Aqp1/Slc25a21/Mcoln3/Kcnk18/Atp7b/Kcnk2/Cnr1/Kcnh2/Nalcn/Gjb1/Rbp4/Cacna2d4/Abcg8/Kcnj3/Slc13a5/Slc16a8/Asic2/Chrm5/Gabre/Atp6v1b1/Cacng5/Tmem63c/Kcnh7/Slc6a13
GO:0030312	CC	GO:0030312	external encapsulating structure	375	-0.53724745692987	-1.65256625727789	9.12412206580393e-09	9.12412206580393e-09	2.43008985798917e-05	3036	tags=42%, list=18%, signal=35%	Fmod/Lgals1/S100a6/Vwa1/Lamb2/Tgfb3/Gp1ba/Lamc3/Efemp2/Ptprz1/Emilin1/Chad/Ntn1/Col17a1/Itih5/Scara3/Elfn1/Nid2/Ccdc80/Gpc1/Adamtsl5/Lama4/Mfge8/Lama1/Adamts13/Ltbp2/Sspo/Spock3/Clec14a/Bcan/Lrig1/Lama2/Ltbp4/Col9a2/Smoc2/F3/Bgn/Wnt5b/Anxa2/Plxna2/Hspg2/Lama3/Ccn1/Fn1/Angptl2/Tnfrsf11b/Wnt4/Megf6/Ncan/Spock2/Tnxb/Col6a1/Vcan/Lingo3/Gfod2/Ccn3/Gpc3/Nid1/Hmcn1/Adamts20/Igfbp6/Slit2/Gpc6/Bmp7/Col4a1/Thbs2/Plscr1/Fbln1/Sema3c/Cela1/Fgfr2/Itih3/Tgfbr3/Thsd4/Egfl7/Col12a1/Pcsk6/Lgalsl/Mmp21/Reln/Sfrp1/Vwf/Ltbp1/Col6a2/Serpinh1/Lama5/Col5a2/Col25a1/Anxa1/Matn2/Col4a4/Ambn/Frem2/Sod3/Prelp/Olfml2a/Fras1/Htra1/Lamb1/Col18a1/Muc2/Myoc/Col5a1/F2/Dcn/Adamtsl3/Timp3/9530053A07Rik/Adamtsl1/Ogn/Eln/Col4a3/Ntn4/Timp4/Adamts2/Tsku/Adamts9/Ltbp3/Col4a5/Adamts5/Bmper/Entpd2/Wnt5a/Tgfb2/Igf2/Adamts15/Col8a1/Mmp15/Loxl1/Impg2/Rtbdn/Fbn1/Adamts17/Pcolce2/Col1a2/Col9a3/Mgp/Ccbe1/Frem1/Gpc4/Col8a2/Lrrn2/Fbln5/Ecm2/Col4a6/Col3a1/Itih2/Vit/Efemp1/Mamdc2/Cpz/Tecta/Angpt1/Tnr/Mfap5/Fbln7/Lgr6
GO:0031012	CC	GO:0031012	extracellular matrix	375	-0.53724745692987	-1.65256625727789	9.12412206580393e-09	9.12412206580393e-09	2.43008985798917e-05	3036	tags=42%, list=18%, signal=35%	Fmod/Lgals1/S100a6/Vwa1/Lamb2/Tgfb3/Gp1ba/Lamc3/Efemp2/Ptprz1/Emilin1/Chad/Ntn1/Col17a1/Itih5/Scara3/Elfn1/Nid2/Ccdc80/Gpc1/Adamtsl5/Lama4/Mfge8/Lama1/Adamts13/Ltbp2/Sspo/Spock3/Clec14a/Bcan/Lrig1/Lama2/Ltbp4/Col9a2/Smoc2/F3/Bgn/Wnt5b/Anxa2/Plxna2/Hspg2/Lama3/Ccn1/Fn1/Angptl2/Tnfrsf11b/Wnt4/Megf6/Ncan/Spock2/Tnxb/Col6a1/Vcan/Lingo3/Gfod2/Ccn3/Gpc3/Nid1/Hmcn1/Adamts20/Igfbp6/Slit2/Gpc6/Bmp7/Col4a1/Thbs2/Plscr1/Fbln1/Sema3c/Cela1/Fgfr2/Itih3/Tgfbr3/Thsd4/Egfl7/Col12a1/Pcsk6/Lgalsl/Mmp21/Reln/Sfrp1/Vwf/Ltbp1/Col6a2/Serpinh1/Lama5/Col5a2/Col25a1/Anxa1/Matn2/Col4a4/Ambn/Frem2/Sod3/Prelp/Olfml2a/Fras1/Htra1/Lamb1/Col18a1/Muc2/Myoc/Col5a1/F2/Dcn/Adamtsl3/Timp3/9530053A07Rik/Adamtsl1/Ogn/Eln/Col4a3/Ntn4/Timp4/Adamts2/Tsku/Adamts9/Ltbp3/Col4a5/Adamts5/Bmper/Entpd2/Wnt5a/Tgfb2/Igf2/Adamts15/Col8a1/Mmp15/Loxl1/Impg2/Rtbdn/Fbn1/Adamts17/Pcolce2/Col1a2/Col9a3/Mgp/Ccbe1/Frem1/Gpc4/Col8a2/Lrrn2/Fbln5/Ecm2/Col4a6/Col3a1/Itih2/Vit/Efemp1/Mamdc2/Cpz/Tecta/Angpt1/Tnr/Mfap5/Fbln7/Lgr6
GO:0015075	MF	GO:0015075	ion transmembrane transporter activity	666	-0.475255224750049	-1.4802062811584	6.23964372929492e-08	6.23964372929492e-08	0.000133736974092767	3455	tags=32%, list=21%, signal=26%	Kcna2/Abcc6/Kcnt1/Atp5g1/Mfsd3/Trpc4/Kcna1/Slc24a5/Kcnn1/Mrs2/Slc22a13/Slc1a2/Slc4a1/Slc5a5/Trpc3/Slc12a5/Slc39a14/Pkd1l3/Abcb1a/Cox6c/Atp2a3/Gabrb1/Tspoap1/Mfsd4b4/Slc16a1/Xntrpc/S100a6/Slc52a3/Slc27a1/Abcc4/Atp5d/Slc19a2/Ttyh1/Cacna2d3/Atp1b2/Ano1/Slc16a13/Trpv4/Atp5e/Slc32a1/Kcnc4/Cox7b/Slc47a1/Slc25a15/Slco3a1/Slc6a20b/Atp5l/Slc4a11/Slc8a2/Lrrc8b/P2rx3/Slc25a47/Grin2d/Gabra2/Kcnb1/Slc9a3/Slc5a3/Slc9a6/Slc16a9/Slc2a4/Trpc1/Atp5g3/Slc7a14/Kcnd3/Slc12a4/Slc2a5/Slc25a24/Kcnk5/Glra1/Chrnb2/Slc6a9/Anxa2/Timm17a/Grik5/Catsper3/Kcne4/Slc16a12/Gjc1/Gja1/Kcnc3/Slc4a2/Ccdc51/Slc16a4/Slc6a11/Slc28a2/Atp2b4/Atp13a4/Stra6/Slc22a4/Itpr1/Slc16a11/Slc41a2/Asic1/Best3/Atp1a4/Unc80/Slc4a4/Slc1a1/Slc4a8/Slc6a20a/Slc22a8/Scnn1b/Chrna4/Nipa1/Slc31a1/Slc38a3/Slc38a5/Pex5l/Ryr2/Slc4a3/Kcnk1/Mfsd2a/Slc5a6/Slc6a15/Cacng7/Atp1a2/Scnn1a/Slc36a3/Kcnt2/Atp5k/Cacna1h/Cacna2d2/Slc7a2/Gria1/Slco5a1/Slc29a4/Atp2a1/Slc26a7/Slco1a5/Cacna1e/Cacna1c/Atp1b1/Slco1a4/Slc4a10/Piezo2/Clcn1/Cachd1/Gabrb3/Trpc2/Gria4/Kcnb2/Slc25a14/Kcnq4/Ano4/Slco2a1/Gria2/1700013F07Rik/Kcnj13/Slc24a4/Slco1c1/Glra4/Kcnmb4/Slc6a1/Gpm6a/Slc4a5/Trpm3/Atp2b3/Kcnj16/Cacng4/Kcnh1/Tmem38a/Atp2b2/Slc9a2/Slc6a17/Slc16a2/Slc30a3/Flvcr2/Kcnn2/Rtbdn/Grid2/Slc2a13/Hrh1/Scn11a/Calhm5/Slc7a10/Tmem266/Slc28a3/Slc12a8/Clic3/Trpc5/Slc28a2b/Slc45a3/Slc38a8/Scn5a/Cox8b/Trpm1/Clic6/Slc6a19/Kcne2/Chrnb4/Aqp1/Slc25a21/Mcoln3/Kcnk18/Atp7b/Kcnk2/Cnr1/Kcnh2/Nalcn/Rbp4/Cacna2d4/Kcnj3/Slc13a5/Slc16a8/Asic2/Chrm5/Gabre/Atp6v1b1/Cacng5/Tmem63c/Kcnh7/Slc6a13
GO:0062023	CC	GO:0062023	collagen-containing extracellular matrix	296	-0.544381543222383	-1.6678896502102	7.02988599886888e-08	7.02988599886888e-08	0.000133736974092767	3036	tags=43%, list=18%, signal=36%	Fmod/Lgals1/S100a6/Vwa1/Lamb2/Tgfb3/Lamc3/Efemp2/Ptprz1/Emilin1/Ntn1/Col17a1/Itih5/Nid2/Ccdc80/Gpc1/Adamtsl5/Lama4/Mfge8/Lama1/Ltbp2/Sspo/Clec14a/Bcan/Lama2/Ltbp4/Col9a2/Smoc2/F3/Bgn/Anxa2/Plxna2/Hspg2/Lama3/Ccn1/Fn1/Angptl2/Megf6/Ncan/Spock2/Tnxb/Col6a1/Vcan/Ccn3/Gpc3/Nid1/Hmcn1/Igfbp6/Slit2/Gpc6/Bmp7/Col4a1/Thbs2/Plscr1/Fbln1/Sema3c/Cela1/Fgfr2/Itih3/Egfl7/Col12a1/Pcsk6/Lgalsl/Reln/Sfrp1/Vwf/Ltbp1/Col6a2/Serpinh1/Lama5/Col5a2/Col25a1/Anxa1/Matn2/Col4a4/Frem2/Sod3/Prelp/Fras1/Htra1/Lamb1/Col18a1/Muc2/Myoc/Col5a1/F2/Dcn/Timp3/Adamtsl1/Ogn/Eln/Col4a3/Ntn4/Adamts2/Ltbp3/Col4a5/Adamts5/Bmper/Entpd2/Tgfb2/Igf2/Adamts15/Col8a1/Loxl1/Impg2/Rtbdn/Fbn1/Adamts17/Pcolce2/Col1a2/Col9a3/Mgp/Frem1/Gpc4/Col8a2/Fbln5/Ecm2/Col4a6/Col3a1/Itih2/Vit/Efemp1/Mamdc2/Tecta/Angpt1/Tnr/Mfap5
GO:0003341	BP	GO:0003341	cilium movement	132	-0.624495107354887	-1.8387246645517	9.55799313554932e-08	9.55799313554932e-08	0.000159102856786624	2386	tags=48%, list=14%, signal=41%	Cfap43/Aqp4/Jhy/Nsun7/Dnaaf1/Zbbx/Bbs1/Wdr66/Ak7/Dnah7c/Dnah12/Pldi/Catsper3/Ccdc39/Nphp4/Ccdc65/Atp2b4/Gas2l2/Drc1/Atp1a4/Qrich2/Dnali1/Tacr1/Dnah7b/Cfap65/Mkks/Tekt2/Stk36/Zmynd10/Cfap44/Dnah9/Rsph4a/Efcab1/Cacna1e/Spag6l/Celsr2/Dnah11/Dnah6/Ceacam10/Spef1/Ddx4/Cfap54/Spef2/Tcte1/Spag16/Drc7/Tekt1/Cfap206/Met/Ttc21a/Hydin/Kif27/Ttll9/H1f6/Cfap69/Rsph9/Hoatz/Cfap70/Dnah7a/Armc2/Catsperd/Daw1/Tssk4
GO:0008324	MF	GO:0008324	cation transmembrane transporter activity	459	-0.498307535181556	-1.54396387208429	1.36083409956663e-07	1.36083409956663e-07	0.000181453704373723	2780	tags=29%, list=17%, signal=25%	Cacna2d3/Atp1b2/Ano1/Trpv4/Atp5e/Slc32a1/Kcnc4/Cox7b/Slc47a1/Slc25a15/Slc6a20b/Atp5l/Slc4a11/Slc8a2/P2rx3/Slc25a47/Grin2d/Kcnb1/Slc9a3/Slc5a3/Slc9a6/Slc2a4/Trpc1/Atp5g3/Kcnd3/Slc12a4/Kcnk5/Chrnb2/Slc6a9/Anxa2/Grik5/Catsper3/Kcne4/Kcnc3/Ccdc51/Slc6a11/Slc28a2/Atp2b4/Atp13a4/Slc22a4/Itpr1/Slc41a2/Asic1/Atp1a4/Unc80/Slc4a4/Slc1a1/Slc4a8/Slc6a20a/Slc22a8/Scnn1b/Chrna4/Nipa1/Slc31a1/Slc38a3/Slc38a5/Pex5l/Ryr2/Kcnk1/Mfsd2a/Slc5a6/Slc6a15/Cacng7/Atp1a2/Scnn1a/Slc36a3/Kcnt2/Atp5k/Cacna1h/Cacna2d2/Slc7a2/Gria1/Slc29a4/Atp2a1/Cacna1e/Cacna1c/Atp1b1/Slc4a10/Piezo2/Cachd1/Trpc2/Gria4/Kcnb2/Kcnq4/Gria2/Kcnj13/Slc24a4/Kcnmb4/Slc6a1/Gpm6a/Slc4a5/Trpm3/Atp2b3/Kcnj16/Cacng4/Kcnh1/Tmem38a/Atp2b2/Slc9a2/Slc6a17/Slc30a3/Kcnn2/Slc2a13/Hrh1/Scn11a/Calhm5/Slc28a3/Slc12a8/Trpc5/Slc28a2b/Slc45a3/Scn5a/Cox8b/Trpm1/Slc6a19/Kcne2/Chrnb4/Aqp1/Mcoln3/Kcnk18/Atp7b/Kcnk2/Cnr1/Kcnh2/Nalcn/Cacna2d4/Kcnj3/Slc13a5/Asic2/Atp6v1b1/Cacng5/Tmem63c/Kcnh7/Slc6a13
GO:0030198	BP	GO:0030198	extracellular matrix organization	245	-0.555173622202652	-1.68553606157738	1.53460702741622e-07	1.53460702741622e-07	0.000181453704373723	2661	tags=36%, list=16%, signal=30%	Col17a1/Cav2/Scara3/Ccdc80/Adamtsl5/Adamts13/Foxc2/Ltbp4/Col9a2/Gfap/Mpzl3/Smoc2/Anxa2/Hspg2/Ccn1/Mia/Fn1/Tnfrsf11b/Ramp2/Spock2/Tnxb/Fkbp10/Gfod2/Has3/Scx/Nid1/Adamts20/Aplp1/Sox9/Col4a1/Tie1/Fbln1/Fermt1/Ddr2/Thsd4/Gas2/Phldb2/Mmp21/Serpinh1/Col5a2/Col25a1/Col4a4/Ambn/Olfml2a/Lamb1/Col18a1/Col5a1/Adamtsl3/Foxc1/Adamtsl1/Pdpn/Aebp1/Spint2/Eln/Col4a3/Ntn4/Adamts2/Antxr1/Adamts9/Ltbp3/Col4a5/Pdgfra/Adamts5/Tgfb2/Adamts15/Col8a1/Sulf1/Mmp15/Loxl1/Ddr1/Adamts17/Col1a2/Col9a3/Flrt2/Csgalnact1/Col8a2/Fbln5/Ecm2/Col4a6/Fap/Col3a1/Wdr72/Vit/Has1/Tnr/Tcf15/Grem1
